external_sources_mean,bureau_mean_days_since_credit,employment_years,credit_to_goods_ratio,previous_mean_credit_to_goods_ratio,installment_late_payment_share,age_years,previous_refusal_rate,bureau_debt_to_credit_ratio,NAME_EDUCATION_TYPE,external_sources_std,credit_card_mean_drawings_to_limit,previous_mean_total_repayment_to_credit_ratio,credit_to_annuity_ratio,CODE_GENDER,NAME_INCOME_TYPE,DAYS_LAST_PHONE_CHANGE,_original_,_yhat_,_vname_,_ids_,_label_
0.12227750883780593,250.5,0.0,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.6674710836297753,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,0.5091489847136665,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.6573640098625276,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,0.7611225188227242,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.6920319780246044,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,1.0732375085557837,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.6987915626434782,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,1.1937029431895962,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.7000134700817869,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,1.3963039014373717,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.700559427728592,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,1.727583846680356,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.6978877301252833,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,2.0670773442847366,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.6929900477632287,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,2.3983572895277208,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.6996475576594297,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,2.7508099475245276,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.692180098319411,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,3.1101984941820673,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.6995070323153593,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,3.4934976043805612,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.7132211176891179,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,3.9315537303216974,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.69575510673128,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,4.386036960985626,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.7133675954217772,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,4.511978097193703,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.7195815551313598,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,4.61327857631759,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.7227592370174045,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,5.1416837782340865,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.7204220916043582,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,5.776865160848733,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.7097649130654612,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,6.4284736481861735,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.71030631916009,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,7.14031485284052,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.7047899749800653,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,7.909650924024641,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.7001813372671126,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,8.796714579055442,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.6793103159328641,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,9.90873830709561,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.6790136070199339,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,11.326488706365502,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.6789019174764301,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,13.169062286105408,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.6899486353392806,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,15.827697923796483,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.6514376131137469,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,21.421035820214463,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.6388497373778419,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,47.997262149212865,1.396,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.1937029431895962,0.4037981628720241,employment_years,0,Final LightGBM model
0.12227750883780593,250.5,1.1937029431895962,0.225,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.396,0.647552611227213,credit_to_goods_ratio,0,Final LightGBM model
0.12227750883780593,250.5,1.1937029431895962,1.0,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.396,0.647552611227213,credit_to_goods_ratio,0,Final LightGBM model
0.12227750883780593,250.5,1.1937029431895962,1.05808,0.0,0.0,26.16290212183436,0.0,0.5475003456024461,1,0.0418458483718098,0.0,0.0,34.73301435406699,1,4,-1.0,1.396,0.659241578439665,credit_to_goods_ratio,0,Final LightGBM model
